Plot,Subquadrat,Tree Number,Species Code,Circumference (cm),Conifer or Deciduous,Elevation (m),GPS Latitude,GPS Longitude,Date,,SORT BY elevation_m,
BPFP,A,1,NS,200,Conifer,1703,46.3446389°,006.9945306°,10/1/2015,,"1,703.00",
BPFP,F,5,NS,200,Conifer,1703,46.3446389°,006.9945306°,10/1/2015,,"1,703.00",
BPFP,F,3,LA,225,Conifer,1703,46.3446389°,006.9945306°,10/1/2015,,"1,703.00",
BPFP,D,1,NS,263,Conifer,1703,46.3446389°,006.9945306°,10/1/2015,,"1,703.00",
SOFP,A,12,NS,30,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,H,6,NS,30,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,H,5,NS,40,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,B,2,NS,41,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,H,4,NS,50,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,I,2,NS,50,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,11,NS,60,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,8,NS,61,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,C,2,NS,66,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,3,NS,69,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,7,NS,70,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,2,NS,73,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,I,3,NS,75,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,D,1,NS,84,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,H,7,NS,92,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,5,NS,139,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,I,1,NS,170,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,F,1,NS,176,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,H,1,NS,190,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,4,NS,200,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,6,NS,200,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,10,NS,200,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,9,NS,205,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,F,2,NS,210,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,H,3,NS,210,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,E,1,NS,259,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,H,2,NS,270,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,C,3,NS,295,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,D,2,NS,330,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
SOFP,A,1,NS,364,Conifer,1844,46.34956°,006.99915°,10/1/2015,,"1,844.00",
RIFP,A,2,NS,32,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,B,1,NS,33,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,E,2,NS,37,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,I,4,NS,37,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,A,1,NS,38,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,I,2,NS,42,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,G,2,NS,46,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,G,1,NS,60,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,I,3,NS,74,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,D,3,NS,80,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,E,1,NS,86,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,D,2,NS,90,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,D,4,NS,151,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
RIFP,E,3,NS,163,Conifer,1902,46.3513417°,006.9991917°,10/1/2015,,"1,902.00",
PDFP,A,3,SF,31,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,D,3,Unknown,35,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,H,7,SF,35,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,I,5,UC,38,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,C,2,SF,39,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,I,3,SF,39,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,G,3,EA,43,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,H,5,UC,45,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,6,Unknown,46,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,2,SF,48,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,15,SF,51.5,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,D,4,Unknown,52,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,1,Unknown,55,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,H,1,EA,55,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,F,3,Unknown,56,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,I,6,UC,58,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,10,SF,60,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,F,1,Unknown,60,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,G,6,UD,60,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,H,2,EA,60,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,14,SF,62,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,H,6,UC,65,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,F,2,Unknown,67,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,C,3,SF,67.5,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,C,1,Unknown,69,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,I,4,UD,70,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,4,SF,72.4,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,1,SF,74,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,9,SF,77.5,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,5,Unknown,78,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,5,SF,79,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,I,2,UC,80,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,8,EA,82.5,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,6,SF,84.3,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,D,1,Unknown,91,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,13,EA,99,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,8,Unknown,100,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,12,SF,101,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,7,EA,102,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,7,Unknown,102,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,G,2,NS,105,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,G,4,UC,106,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,D,2,Unknown,110,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,G,1,UD,116,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,H,3,EA,118,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,2,Unknown,120,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,3,Unknown,120,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,E,4,Unknown,120,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,G,5,UC,133,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,A,11,EA,134,Deciduous,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,H,4,UC,148,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,G,7,UC,163,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,F,4,Unknown,190,Unknown,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,I,1,UC,256,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
PDFP,I,7,UC,265,Conifer,667,46.3213639°,006.9958694°,10/1/2015,,667.00,
LRFP,H,2,SF,67,Conifer,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,B,1,WF,76,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,C,2,WF,79,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,B,2,WF,80,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,A,2,WF,106,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,D,1,unknown,107,Unknown,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,D,3,WF,111,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,D,4,WF,112,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,,1,WF,114,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,C,3,WF,118,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,E,2,unknown,125,Unknown,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,I,1,SF,152,Conifer,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,F,1,WA,183,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,A,1,SF,190,Conifer,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,H,1,NM,205,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,D,2,SF,233,Conifer,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,E,1,unknown,260,Unknown,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,C,1,WF,263,Deciduous,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LRFP,F,2,SF,265,Conifer,1116,46.3319167°,007.0017333°,5/1/2016,,"1,116.00",
LSFP,H,2,NS,33,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,D,2,NS,34,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,I,1,NS,34,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,I,2,NS,34,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,G,2,NM,35,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,H,4,UD,36,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,4,UD,38,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,C,3,UD,39,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,F,2,UD,39,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,H,1,UD,40,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,G,1,UD,41,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,8,UC,42,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,D,6,NS,43,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,6,UD,43,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,5,UD,44.3,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,F,5,UD,45,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,B,2,UC,46,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,I,3,UD,46,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,1,UC,50,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,B,1,UC,51,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,D,1,UC,52,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,I,4,UD,54,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,4,NS,58,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,2,UD,60,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,B,3,SM,62,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,1,NS,65,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,D,4,NS,65,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,H,3,NS,65,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,3,NS,70,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,5,UD,70.7,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,2,NS,73.1,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,D,5,UD,75,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,8,NS,78,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,7,NS,78,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,7,NS,81,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,9,NS,84,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,F,1,NS,84,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,6,NS,86,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,C,4,UC,86,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,C,2,NS,91,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,D,3,UD,95,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,C,1,UC,96,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,F,4,NS,96,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,B,4,NS,98,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,A,3,NS,104,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,H,5,SP,115,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,F,3,NS,118,Conifer,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,I,5,UD,143,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
LSFP,E,9,NM,150,Deciduous,1213,46.3369111°,007.0197667°,5/1/2016,,"1,213.00",
STFP,I,2,UC,38,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,H,3,NS,65,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,G,1,NS,78,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,H,1,NS,80,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,G,2,UC,84,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,C,3,NS,89,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,E,2,UC,89,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,A,1,NS,99,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,B,3,NS,99,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,H,2,HB,110,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,E,1,NS,118,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,F,1,HB,129,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,C,2,EA,138,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,A,2,NS,142,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,B,2,EA,142,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,B,1,EA,144,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,H,6,UC,146,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,C,1,HB,149,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,I,1,HB,149,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,E,3,HB,163,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,A,3,UC,174,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,H,4,EA,183,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,H,5,UD,210,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,F,2,UC,215,Conifer,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,F,3,UD,219,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
STFP,G,3,UD,300,Deciduous,1277,46.338396,7.019926,5/1/2016,,"1,277.00",
CRFP,A,4,NS,62,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,B,2,CH,77,Deciduous,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,A,3,NS,92,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,A,5,CH,105,Deciduous,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,B,1,NS,108,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,E,3,SF,110,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,E,2,NS,119,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,H,1,EB,122,Deciduous,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,D,1,NS,123,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,E,1,NS,124,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,G,2,SF,137,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,E,4,NS,142,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,G,1,NS,156,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,I,1,UD,160,Deciduous,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,A,2,NS,170,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
CRFP,A,1,NS,176,Conifer,1362,46.3352167°,006.9971000°,5/1/2016,,"1,362.00",
BRFP1,B,5,SF,32,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,D,4,LA,32,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,6,SF,43,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,D,2,SF,45,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,4,SF,53,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,D,3,SF,56,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,I,5,SF,56,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,G,5,SF,60,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,G,4,SF,62,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,H,5,SF,62,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,8,SF,64,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,C,2,SF,64,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,5,SF,68,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,2,SF,71,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,3,SF,73,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,1,SF,74,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,H,4,SF,74,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,3,SF,75,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,2,SF,79,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,D,5,SF,79,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,7,SF,89,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,E,5,SF,89,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,I,2,SF,89,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,1,Unknown,90,Unknown,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,F,3,SF,90,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,I,1,SF,92,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,E,6,LA,93,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,D,6,SF,95,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,E,1,SF,96,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,I,4,SF,96,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,10,SF,97,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,G,1,SF,97,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,7,SF,100,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,C,1,SF,102,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,E,2,LA,106,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,A,8,SF,108,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,9,SF,108,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,E,4,LA,109,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,4,SF,110,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,G,3,SF,116,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,H,6,SF,116,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,F,1,LA,118,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,F,2,SF,121,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,H,1,SF,123,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,H,2,SF,124,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,E,3,LA,126,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,B,6,SF,127,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,C,3,LA,128,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,I,3,SF,129,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,H,7,SF,132,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,D,1,LA,133,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,C,4,LA,135,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,G,2,SF,138,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP1,H,3,SF,138,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,C,3,LA,37,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,B,3,LA,54,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,G,2,LA,74,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,A,4,LA,81,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,A,3,LA,83,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
